"","title","author","source","abstract","keywords","research_areas","year"
"217","Use of phage batterry to investigate the actinofloral layers of termite gut microflora","Kurtboke, DI and French, JRJ","JOURNAL OF APPLIED MICROBIOLOGY","Aims: The termite gut microbiota can include a variety of micro-organisms from the three domains: Bacteria, Archaea and Eucarya. The bacterial groups from the gut systems are mainly affiliated to the proteobacteria, the Gram-positive groups Bacterioiodes/Flavobacterium branch and the spirochetes, Firmicutes and Actinobacteria. However, culture independent molecular studies have revealed that the majority of these microbial gut symbionts have not yet been cultured, including actinobacterial clusters associated with termite guts. Accordingly, the aim of this study was to selectively isolate the actinofloral layers of gut associated microflora of the Coptotermes lacteus (Froggatt) species located at the Sunshine Coast Region of Queensland, Australia to increase our knowledge on the diversity of actinobacterial taxa present in the termite guts. Methods and Results: Actinofloral layers associated with the guts of the wood-eating subterranean termite C. lacteus were investigated by exploiting the phage susceptibility of different gut associated bacteria which impede the growth of actinomycetes on isolation plates. These unwanted microbial taxa were removed by exposing the gut contents to polyvalent bacteriophages specifically targeting different background bacterial taxa and after their removal from the isolation plates previously undetected and novel actinomycetes were successfully cultured from the gut samples. Conclusions: Use of bacteriophages as a means of selective pressure successfully revealed the presence of novel actinomycete species within the guts of C. lacteus. Significance and Impact of the Study: Molecular ecology has undoubtedly revealed the fascinating diversity of micro-organisms, which cannot be cultured. However, these advances in the field still have not provided the ability to detect and isolate micro-organisms effectively from their ecological niches. Accordingly, studies like the one described here have importance in increasing the chances of uncultured taxa to be isolated to complement molecular microbial ecological efforts towards the establishment of an understanding on the diversity of termite gut microflora.","actinomycetes; bacteriophage; coptotermes lacteus; rhinotermitid; and selective isolation; subterranean; symbiosis; termite","Biotechnology & Applied Microbiology; Microbiology","2007"
"218","Putative prophages related to lytic tailless marine dsDNA phage PM2 are widespread in the genomes of aquatic bacteria","Krupovic, M and Bamford, DH","BMC GENOMICS","Background: The origin and evolution of viruses is currently a heavily discussed issue. One element in this discussion is the innate viral ""self"" concept, which suggests that viral structures and functions can be divided into two categories. The first category consists of genetic determinants that are inherited from a viral ancestor and encode the viral ""self"". The second group consists of another set of structures and functions, the ""nonself"", which is interchangeable between different viruses and can be obtained via lateral gene transfer. Comparing the structures and sequences of the ""self"" elements, we have proposed that viruses can be grouped into lineages regardless of which domain of life (bacteria, archaea, eukarya) they infect. It has also been suggested that viruses are ancient and possibly predate modern cells. Results: Here we identified thirteen putative prophages (viral genomes integrated into bacterial chromosome) closely related to the virulent icosahedral tailless lipid-containing bacteriophage PM2. Using the comparative genomics approach, we present evidence to support the viral ""self"" hypothesis and divide genes of the bacteriophage PM2 and related prophages into ""self"" and ""nonself"" categories. Conclusion: We show here that the previously proposed most conserved viral ""self"" determinants, the major coat protein and the packaging ATPase, were the only proteins that could be recognized in all detected corticoviral elements. We also argue here that the genes needed for viral genome replication, as well as for host cell lysis, belong to the ""nonself"" category of genes. Furthermore, we suggest that abundance of PM2-like viruses in the aquatic environment as well as their importance in the ecology of aquatic microorganisms might have been underestimated.",NA,"Biotechnology & Applied Microbiology; Genetics & Heredity","2007"
"219","Isolation and characterization of a bacteriophage with an unusually large genome from the Great Salt Plains National Wildlife Refuge, Oklahoma, USA","Seaman, PF and Day, MJ","FEMS MICROBIOLOGY ECOLOGY","In this study we present a bacteriophage isolated from the Great Salt Plains National Wildlife Refuge (GSP) that is shown to have a genome size of 340 kb, unusually large for a bacterial virus. Transmission electron microscopy analysis of the virion showed this to be a Myoviridae, the first reported to infect the genus Halomonas. This temperate phage, Phi gspC, exhibits a broad host range, displaying the ability to infect two different Halomonas spp. also isolated from the GSP. The phage infection process demonstrates a high level of tolerance towards temperature, pH and salinity; however, free virions are rapidly inactivated in water unless supplemented with salt. We show that susceptibility to osmotic shock is correlated with the density of the packaged DNA (rho(pack)). Lysogens of Halomonas salina GSP21 were detrimental to host fitness at 10% salinity, but the lysogen was able to grow faster than the wild type at 20% salinity. From these results we propose that the extensive genome of Phi gspC may encode environmentally relevant genes (ERGs); genes that are perhaps not essential for the phage life cycle but increase host and phage fitness in some environmental conditions.","halophile; bacteriophage ecology; extreme environment; transduction; and viral evolution","Microbiology","2007"
"220","Host mediated selection of pathogen genotypes as a mechanism for the maintenance of baculovirus diversity in the field","Hitchman, RB and Hodgson, DJ and King, LA and Hails, RS and Cory, JS and Possee, RD","JOURNAL OF INVERTEBRATE PATHOLOGY","The genetic diversity of many DNA Virus Populations in nature is unknown, but for those that have been studied it has been found to be relatively high. This is particularly true for baculoviruses, a family of large double-stranded DNA viruses that infect the larval stages of insects. Why there should be Such heterogeneity within these Virus Populations is puzzling and what Sustains it is still unknown. It has long been recognized that some baculoviruses have a relatively wide host range, but the effect of different host species on the genotypic structure of a baculovirus population has received little attention. We provide evidence that infection of different insect species can influence the genetic diversity of a Panolis flammea nucleopolyhedrovirus (PaflNPV) Population, isolated from the pine beauty moth. Variable regions of the PaflNPV genome were sequenced and novel ORF's were identified on each of the enlarged fragments. The roles of these orfs and the implications of their presence or absence within different genotypes are discussed. The variable fragments were also labelled with P-32 and used as polymorphic genetic markers of genotype abundance. The proportion of polymorphic loci changed after passage in different insect species and this varied among species, suggesting a role for host selection of pathogen genotypes in the field as a mechanism for maintaining genetic diversity. These results have wide-ranging implications for understanding the ecology of insect-virus interactions in the natural environment and the evolution of baculovirus life history strategies. (c) 2006 Elsevier Inc. All rights reserved.","Panolis flammea nucleopolyhedrovirus; baculovirus; genotypic variation; and host range; REN fragments","Zoology","2007"
"221","Genetic and phenotypic variability in Spodoptera exigua nucleopolyhedrovirus isolates from greenhouse soils in southern Spain","Murillo, R and Elvira, S and Munoz, D and Williams, T and Caballero, P","BIOLOGICAL CONTROL","Genotypic and phenotypic variation of SeMNPV was examined in seven isolates of SeMNPV originating from occlusion body (OB) populations in the soil of greenhouses in Spain. Semi-quantitative PCR indicated that some of the isolates were composed of a single dominant genotype, whereas other isolates were composed of two or three genotypes in equal proportions. The coexistence of genotypes could be explained by trade-offs among the three phenotypic traits analyzed, namely pathogenicity (LD50), speed of kill (mean time to death), and OB yields, so that increases in one trait were accompanied by decreases in another. Mixed genotype isolates tended to behave differently to single genotype isolates. Two of the genotypic mixtures were significantly more pathogenic (lower LD50 values) for Spodoptera exigua (Hubner) larvae than the single genotypes that they comprised. OB yield/insect was greater for single genotype compared to mixed genotype isolates, despite genotype-specific differences in mean times to death. Total OB production/insect was positively correlated with time to death. Two out of three of the mixed genotype isolates had lower OB yield/mg insect weight at death compared to single genotype isolates. Each genotypic combination appeared to interact to produce a unique phenotype. This suggests the existence of trade-offs between traits leading to the coexistence of distinct genotypes and genotypic mixtures with similar transmissibility. (c) 2005 Elsevier Inc. All rights reserved.","Spodoptera exigua; nucleopolyhedrovirus; soil isolates; genetic and variability; phenotypic variability","Biotechnology & Applied Microbiology; Entomology","2006"
"222","Marine and freshwater cyanophages in a Laurentian Great Lake: Evidence from infectivity assays and molecular analyses of g20 genes","Wilhelm, SW and Carberry, MJ and Eldridge, ML and Poorvin, L and Saxton, MA and Doblin, MA","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","While it is well established that viruses play an important role in the structure of marine microbial food webs, few studies have directly addressed their role in large lake systems. As part of an ongoing study of the microbial ecology of Lake Erie, we have examined the distribution and diversity of viruses in this system. One surprising result has been the pervasive distribution of cyanophages that infect the marine cyanobacterial isolate Synechococcus sp. strain WH7803. Viruses that lytically infect this cyanobacterium were identified throughout the western basin of Lake Erie, as well as in locations within the central and eastern basins. Analyses of the gene encoding the g20 viral capsid assembly protein (a conservative phylogenetic marker for the cyanophage) indicate that these viruses, as well as amplicons from natural populations and the ballast of commercial ships, are related to marine cyanophages but in some cases form a unique clade, leaving questions concerning the native hosts of these viruses. The results suggest that cyanophages may be as important in freshwater systems as they are known to be in marine systems.",NA,"Biotechnology & Applied Microbiology; Microbiology","2006"
"223","Isolation and genetic analysis of haloalkaliphilic bacteriophages in a North American soda lake","Sabet, S and Chu, WP and Jiang, SC","MICROBIAL ECOLOGY","Mono Lake is a meromictic, hypersaline, soda lake that harbors a diverse and abundant microbial community. A previous report documented the high viral abundance in Mono Lake, and pulsed-field gel electrophoresis analysis of viral DNA from lake water samples showed a diverse population based on a broad range of viral genome sizes. To better understand the ecology of bacteriophages and their hosts in this unique environment, water samples were collected between February 2001 and July 2004 for isolation of bacteriophages by using four indigenous bacterial hosts. Plaque assay results showed a differential seasonal expression of cultured bacteriophages. To reveal the diversity of uncultured bacteriophages, viral DNA from lake water samples was used to construct clone libraries. Sequence analysis of viral clones revealed homology to viral as well as bacterial proteins. Furthermore, dot blot DNA hybridization analyses showed that the uncultured viruses are more prevalent during most seasons, whereas the viral isolates (A phi and phi 2) were less prevalent, confirming the belief that uncultured viruses represent the dominant members of the community, whereas cultured isolates represent the minority species.",NA,"Environmental Sciences & Ecology; Marine & Freshwater Biology; and Microbiology","2006"
"224","Isolation and characterization of a cyanophage infecting the toxic cyanobacterium Microcystis aeruginosa","Yoshida, T and Takashima, Y and Tomaru, Y and Shirai, Y and Takao, Y and Hiroishi, S and Nagasaki, K","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","We isolated a cyanophage (Ma-LMM01) that specifically infects a toxic strain of the bloom-forming cyanobacterium Microcystis aeruginosa. Transmission electron microscopy showed that the virion is composed of an isometric head and a tail complex consisting of a central tube and a contractile sheath with helical symmetry. The morphological features and the host specificity suggest that Ma-LMM01 is a member of the cyanomyovirus group. Using semi-one-step growth experiments, the latent period and burst size were estimated to be 6 to 12 h and 50 to 120 infectious units per cell, respectively. The size of the phage genome was estimated to be ca. 160 kbp using pulse-field gel electrophoresis; the nucleic acid was sensitive to DNase I, Bal31, and all 14 restriction enzymes tested, suggesting that it is a linear double-stranded DNA having a low level of methylation. Phylogenetic analyses based on the deduced amino acid sequences of two open reading frames coding for ribonucleotide reductase alpha- and beta-subunits showed that Ma-LMM01 forms a sister group with marine and freshwater cyanobacteria and is apparently distinct from T4-like phages. Phylogenetic analysis of the deduced amino acid sequence of the putative sheath protein showed that Ma-LMM01 does not form a monophyletic group with either the T4-like phages or prophages, suggesting that Ma-LMM01 is distinct from other T4-like phages that have been described despite morphological similarity. The host-phage system which we studied is expected to contribute to our understanding of the ecology of Microcystis blooms and the genetics of cyanophages, and our results suggest the phages could be used to control toxic cyanobacterial blooms.",NA,"Biotechnology & Applied Microbiology; Microbiology","2006"
"225","Isolation and preliminary characterisation of a small nuclear inclusion virus infecting the diatom Chaetoceros cf. gracilis","Bettarel, Y and Kan, J and Wang, K and Williamson, KE and Cooney, S and Ribblett, S and Chen, F and Wommack, KE and Coats, DW","AQUATIC MICROBIAL ECOLOGY","A novel virus (Chaetoceros nuclear inclusion virus: CspNIV) causing lysis of a culture of the diatom Chaetoceros cf. gracilis was isolated from the Chesapeake Bay, USA, in April 2003. Transmission electron microscopy Of ultrathin sections of infected C. cf. gracilis revealed that CspNIV proliferates within the nucleus and forms paracrystalline arrays corresponding to the alignment of icosahedral viral particles of about 25 nm diameter. CspNIV shows some strong similarities with Heterosigma akashiwo nuclear inclusion virus (HaNIV) (cf. Lawrence et al. 2001; J Phycol 37: 216-222). The latent period of CspNIV is <24 h. The most widespread occurrence of Chaetoceros viruses in Chesapeake Bay was recorded in April 2003, ca. 1 mo after the winter-spring Chaetoceros bloom. However, results indicate that CspNIV remains infectious in surface water of the bay no longer than 1 mo after the disappearance of its host. Thus, our results reinforce the idea that microalgae are also sensitive to viruses other than those belonging to the family Phycodnaviridae. Furthermore, discovery and initial description of the infection process and ecology of CspNIV expands the breadth of phytoplankton shown to be susceptible to viral attack to include a ubiquitous diatom genera.","virus; diatom; phytoplankton; infectivity; Chesapeake Bay","Environmental Sciences & Ecology; Marine & Freshwater Biology; and Microbiology","2005"
"226","Geographic distribution and breeding site preference of Aedes albopictus and Aedes aegypti (Diptera : Culicidae) in Cameroon, Central Africa","Simard, F and Nchoutpouen, E and Toto, JC and Fontenille, D","JOURNAL OF MEDICAL ENTOMOLOGY","Presence in Cameroon of the recently introduced Aedes (Stegomyia) albopictus (Skuse) in association with the indigenous Aedes aegypti (L.) raises public heath concerns because it might alter the risk of arbovirus transmission. The breeding site and distribution of the two Stegomyia species are updated and reported following entomological surveys carried out in 22 localities throughout Cameroon, with a total of 1,353 containers with water visited. Ae. aegypti was found in every location sampled, showing higher infestation rates in northern Cameroon. Breeding populations of Ae. albopictus were observed in all 19 southern localities, up to the Adamaoua mountains, but the species was not recorded further north. In the area where both species are present, they were often sampled in the same larval developmental sites, suggesting convergent habitat segregation. The most frequently encountered artificial and natural breeding sites were used tires, discarded tins and plastic containers, abandoned car parts, brick holes, dead leaves on the ground, tree holes, and rock pools. Further monitoring of the demographic as well as geographic expansion of Ae. albopictus in this Afrotropical environment and its relationships with indigenous Ae. aegypti should provide insight into the biology of this highly invasive species and help to implement arboviruses surveillance programs in the area.","Aedes aegypti; Aedes albopictus; larval ecology; Cameroon; Africa","Entomology; Veterinary Sciences","2005"
"227","Marine T4-type bacteriophages, a ubiquitous component of the dark matter of the biosphere","Filee, J and Tetart, F and Suttle, CA and Krisch, HM","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF and AMERICA","Tailed bacteriophages are the most abundant biological entities in marine environments. However, most of these marine phages are uncharacterized because few of their hosts have been cultivated. To learn more about such phages, we designed a set of degenerate PCR primers for phage T4 g23, which encodes the major capsid protein in all of the T4-type phages, an important family of the tailed phage. These primers were used to amplify g23-related sequences from diverse marine environments (fjords and bays of British Columbia, the eastern Gulf of Mexico, and the western Arctic Ocean) revealing a remarkable level of molecular diversity, which in some cases was correlated with morphological variation of the virions. Phylogenetic analysis showed that although some of these sequences were closely related to well studied subgroups of the T4-type phage, such as the T-evens, the majority of them belong to five previously uncharacterized subgroups. These data indicate that the host range of T4-type phages is much broader than previously imagined and that the laboratory isolate T4 belongs to a phage family that is extraordinarily widespread and diverse in the biosphere.","diversity; T4-type phage; gene 23; genomics; ecology","Science & Technology - Other Topics","2005"
"228","Isolation and characterization of a novel single-stranded RNA virus infectious to a marine fungoid protist, Schizochytrium sp (Thraustochytriaceae, labyrinthulea)","Takao, Y and Nagasaki, K and Mise, K and Okuno, T and Honda, D","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","Thraustochytrids are cosmopolitan osmoheterotrophic microorganisms that play important roles as decomposers, producers of polyunsaturated fatty acids, and pathogens of mollusks, especially in coastal ecosystems. SssRNAV, a novel single-stranded RNA (ssRNA) virus infecting the marine fungoid protist Schizochytrium sp. (Labyrinthulea, Thraustochytriaceae) was isolated from the coastal water of Kobe Harbor, Japan, in July 2000, and its basic characteristics were examined. The virus particle is icosahedral, lacks a tail, and is ca. 25 nm in diameter. SssRNAV formed crystalline arrays and random assemblies within the cytoplasm of host cells, and it was also concentrated along the intracellular membrane structures. By means of one-step growth experiments, the lytic cycle and the burst size were estimated to be <8 h and 5.8 X 10(3) to 6.4 x 10(4) infectious units per host cell, respectively. SssRNAV had a single molecule of ssRNA that was approximately 10.2 kb long, three major proteins (37, 34, and 32 kDa), and two minor proteins (80 and 18 kDa). Although SssRNAV was considered to have some similarities with invertebrate viruses belonging to the family Dicistroviridae based on its partial nucleotide sequence, further genomic analysis is required to determine the detailed classification and nomenclature of SssRNAV. Our results indicate that viral infection is one of the significant factors controlling the dynamics of thraustochytrids and provide new insights into understanding the ecology of these organisms.",NA,"Biotechnology & Applied Microbiology; Microbiology","2005"
"229","Genetic diversity and conservation of common wild rice (Oryza rufipogon) in China","Song, ZP and Li, B and Chen, JK and Lu, BR","PLANT SPECIES BIOLOGY","Common wild rice (Oryza rufipogon Griff.), known as the ancestor of Asian cultivated rice (Oryza sativa L.), is the most important germplasm for rice improvement. The first male sterility gene was found in the wild rice, and introduced to the cultivated rice, which launched the fast development of the high-yielding hybrid rice. Other agronomically beneficial traits in the wild rice, such as rice tungro virus resistance, bacterial leaf blight (Xa21 gene) resistance and acid sulfate soil tolerance, have played important roles in rice breeding. China has the northernmost distribution area of wild rice possessing great genetic diversity. However, most of the populations of this species have disappeared in China over the last three decades, mainly caused by habitat loss, fragmentation and other human disturbances. Unfortunately, the decline of existing populations still continues. In the present study, we reviewed studies on genetic diversity and conservation of this wild rice in China, concentrating on population structure, pollen competition, pollen/gene flow from cultivated rice to wild rice, and ecological restoration in relation to in situ conservation. The relatively high genetic diversity of populations of O. rufipogon in China suggests that there is great value for conservation. Considerable gene flow from cultivated rice to wild rice may alter the genetic structure of natural populations of O. rufipogon and eventually lead to its genetic erosion. Pollen competition between wild and cultivated rice has caused a low rate of crop-to-wild gene flow, but it does not completely prevent gene flow from the crop. Effective isolation measures should be undertaken in the regions where in situ conservation of O. rufipogon is carried out. Reintroduction is an important alternative for the in situ conservation of wild rice species. As wild rice is an important genetic resource, both in situ and ex situ conservation strategies are needed.","common wild rice; conservation; gene flow; genetic diversity; genetic and resource; Oryza rufipogon; restoration","Plant Sciences; Environmental Sciences & Ecology","2005"
"230","The complete genomes and proteomes of 27 Staphylococcus aureus bacteriophages","Kwan, T and Liu, J and DuBow, M and Gros, P and Pelletier, J","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF and AMERICA","Bacteriophages are the most abundant life forms in the biosphere. They play important roles in bacterial ecology, evolution, adaptation to new environments, and pathogenesis of human bacterial infections. Here, we report the complete genomic sequences, and predicted proteins of 27 bacteriophages of the Gram-positive bacterium Staphylococcus aureus. Comparative nucleotide and protein sequence analysis indicates that these phages are a remarkable source of untapped genetic diversity, encoding 2,170 predicted protein-encoding ORFs, of which 1,402 cannot be annotated for structure or function, and 522 are proteins with no similarity to other phage or bacterial sequences. Based on their genome size, organization of their gene map and comparative nucleotide and protein sequence analysis, the S. aureus phages can be organized into three groups. Comparison of their gene maps reveals extensive genome mosaicism, hinting to a large reservoir of unidentified S. aureus phage genes. Among the phages in the largest size class (178-214 kbp) that we characterized is phage Twort, the first discovered bacteriophage (responsible for the Twort-D'Herelle effect). These phage genomes offer an exciting opportunity to discern molecular mechanisms of phage evolution and diversity.","genomics","Science & Technology - Other Topics","2005"
"231","Complete genome sequence of the hyperthermophilic archaeon Thermococcus kodakaraensis KOD1 and comparison with Pyrococcus genomes","Fukui, T and Atomi, H and Kanai, T and Matsumi, R and Fujiwara, S and Imanaka, T","GENOME RESEARCH","The genus Thermococcus, comprised Of sulfur-reducing hyperthermophillic archaea, belongs to the order Thermococcales in Euryarchaeota along with the closely related genus Pyrococcus. The members of Thermococcus are ubiquitously present in natural high-temperature environments, and are therefore considered to play a major role in the ecology and metabolic activity of microbial consortia within hot-water ecosystems. To obtain insight into this important genus, we have determined and annotated the complete 2,088,737-base genome of Thermococcus kodakaraensis strain KOD1, followed by a comparison with the three complete genomes of Pyrococcus spp. A total of 2306 coding DNA sequences (CDSs) have been identified, among which half (1165 CDSs) are annotatable, whereas the functons of 41% (936 CDSs) cannot be predicted from the primary structures. The genome contains seven genes for probable transposases and four virus-related regions. Several proteins within these genetic elements show high similarities to those in Pyrococcus spp., implying the natural Occurrence of horizontal gene transfer Of such mobile elements among the order Thermococcales. Comparative genomics clarified that 1204 proteins, including those for information processing and basic metabolisms, are shared among T. kodakaraensis and the three Pyrococcus spp. On the other hand, among the set of 689 proteins unique to T. kodakaraensis, there are several intriguing proteins that might be responsible for the specific trait of the genus Thermococcus, Such as proteins involved in additional pyruvate oxidation, nucleotide metabolisms, unique or additional metal ion transporters, improved stress response system, and a distinct restriction system.",NA,"Biochemistry & Molecular Biology; Biotechnology & Applied Microbiology; and Genetics & Heredity","2005"
"232","Population dynamics of Cucumber mosaic virus in melon crops and in weeds in Central Spain","Sacristan, S and Fraile, A and Garcia-Arenal, F","PHYTOPATHOLOGY","Understanding epidemiology and evolution of plant viruses requires knowledge of their ecology: obtaining information about the dynamics and genetic structure of viral populations in their various hosts is necessary to analyze host specialization and to identify reservoirs and inoculum sources. We present here a 3-year analysis of the population dynamics of Cucumber mosaic virus (CMV) in Central Spain in weed hosts and melon. CMV infection in weed hosts was detected throughout the year and showed a clear seasonality, with maximum incidence of 20 to 30% in summer and autumn. The dynamics of CMV incidence were different in various weed habitats (i.e., fallow fields, edges, and wastelands), which differed in stability due to the degree of human intervention. CMV incidence in weed habitats was correlated with the amount of vegetation, estimated both as biomass and as soil cover by plants. CMV population dynamics in melon crops was unrelated to that in weed habitats. Genetic characterization by ribonuclease protection assays and biological characterization on differential hosts showed no significant differences in the frequency of genotypes or biotypes for CMV isolates from weeds or melon. Hence, different population dynamics in various hosts and habitats has not resulted in population differentiation, suggesting that migration between hosts and habitats prevents fragmentation of the population.","virus ecology","Plant Sciences","2004"
"233","Free Shiga toxin bacteriophages isolated from sewage showed diversity although the stx genes appeared conserved","Muniesa, M and Serra-Moreno, R and Jofre, J","ENVIRONMENTAL MICROBIOLOGY","Phages carrying the stx(2) gene were detected in a range of sewage samples using a plaque hybridization-based method. After detection, phages were isolated and propagated with a laboratory strain of Escherichia coli as host for characterization purposes. Although it was not possible to conduct propagation or transduction experiments on most of the phages, 11 reached a sufficiently high titre for studies of host infectivity, electron microscopy and sequencing of the stx(2) flanking regions to be performed. These phages showed a wide range of host infectivity and morphology. The genetic structure of the 5' stx flanking region appeared conserved whereas the 3' region differed from that of previously described phages. This is the first description of infectious stx-phages isolated as free particles in the environment, and as such constitutes a new contribution to the study of the ecology of these phages.",NA,"Microbiology","2004"
"234","Cyanophages infecting the oceanic cyanobacterium Prochlorococcus","Sullivan, MB and Waterbury, JB and Chisholm, SW","NATURE","Prochlorococcus is the numerically dominant phototroph in the tropical and subtropical oceans, accounting for half of the photosynthetic biomass in some areas(1,2). Here we report the isolation of cyanophages that infect Prochlorococcus, and show that although some are host-strain-specific, others cross-infect with closely related marine Synechococcus as well as between high-light-and low-light-adapted Prochlorococcus isolates, suggesting a mechanism for horizontal gene transfer. Highlight-adapted Prochlorococcus hosts yielded Podoviridae exclusively, which were extremely host-specific, whereas low-light-adapted Prochlorococcus and all strains of Synechococcus yielded primarily Myoviridae, which has a broad host range. Finally, both Prochlorococcus and Synechococcus strain-specific cyanophage titres were low (< 10(3) ml(-1)) in stratified oligotrophic waters even where total cyanobacterial abundances were high (> 10(5) cells ml(-1)). These low titres in areas of high total host cell abundance seem to be a feature of open ocean ecosystems. We hypothesize that gradients in cyanobacterial population diversity, growth rates, and/or the incidence of lysogeny underlie these trends.",NA,"Science & Technology - Other Topics","2003"
"235","Comparative analysis of Streptococcus thermophilus bacteriophages isolated from a yogurt industrial plant","Quiberoni, A and Auad, L and Binetti, AG and Suarez, VB and Reinheimer, JA and Raya, RR","FOOD MICROBIOLOGY","Phage infections represent a serious problem in the dairy industry where Streptococcus thermophilus is largely used as a starter in yogurt and cheese manufactures. The goal of the present study was to determine the permanence in the plant and the diversity among I I lytic S. thermophilus phages isolated from batches with acidifying problems in an Argentinian yogurt factory between 1998 and 2000. Phages were characterized by their morphology, restriction patterns, DNA-DNA hybridization analysis and host range. Restriction analysis of their genomes allow us to arrange them in six groups, while host spectrum using 20 S. thermophilus strains revealed five groups. A strong relationship among phages was observed when Southern and Dot blot hybridizations were performed. Sensitive strains were not lysogenic since neither of them was induced by mitomycin C. Our results, concerning the diversity, monitoring and permanence of phages in the dairy plant environment, complement the findings of authors that cover phage collections from European countries. (C) 2003 Elsevier Science Ltd. All rights reserved.","Streptococcus thermophilus; phage comparison; DNA-DNA homology; and restriction patterns; yogurt plants","Biotechnology & Applied Microbiology; Food Science & Technology; and Microbiology","2003"
"236","Bacterial host strains that support replication of somatic coliphages","Muniesa, M and Moce-Llivina, L and Katayama, H and Jofre, J","ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR and MICROBIOLOGY","Somatic coliphages detected by Escherichia coli strain WG5 have been proposed as potential indicators of water quality. Their potential replication in the water environment is considered a drawback for their use as indicators. However, the contribution of replication outside the gut to the total numbers has never been quantified. It has not been determined either the fraction of bacterial strains that might support replication of phages detected by strain WG5 in the water environment. We examined the sensitivity of 291 host strains to 25 phages by streaking slants of the presumptive host strain onto an agar layer that contains bacteriophages, which gives a total of 7275 combinations (sensitivity tests). Only a 3.02% of the tests showed sensitivity. Additionally, six environmental strains were used as hosts to count phages in sewage and seawater. Phages isolated on these strains were used to infect strain WG5. The environmental strains detected 1 log(10) fewer phages than strain WG5 in sewage and seawater. The fraction of phages that were detected by the six strains and that also infected strain WG5 ranged from < 0.07% to < 2.0% of the total amount of bacteriophages detected by strain WG5 in the same samples. Our results confirm that less than 3% of naturally occurring hosts support replication of phages infecting E. coli. We conclude that the contribution of replication to the number of somatic coliphages detected in the aquatic environment is negligible.","bacteriophages; environment; Escherichia coli; indicator; somatic and coliphages","Microbiology","2003"
"237","Stable coexistence in marine algal host-virus systems","Thyrhaug, R and Larsen, A and Thingstad, TF and Bratbak, G","MARINE ECOLOGY PROGRESS SERIES","All microalgal host-virus systems isolated to date are lytic: the viruses lyse the infected hosts within hours after infection. Moreover, current models of phytoplankton host-virus interactions predict rapid extinction of both host and virus. Nevertheless, marine phytoplankton and their respective viruses do coexist in marine ecosystems. To investigate this apparent paradox we performed a series of experiments which show that phytoplankton populations always recover after virus-induced lysis and that endemic viral infections may promote survival of the host population. We hypothesize that phenotypic plasticity of algal susceptibility to viral infection makes such coexistence of host and virus possible.","phytoplankton; marine viruses; coexistence; viral ecology","Environmental Sciences & Ecology; Marine & Freshwater Biology; and Oceanography","2003"
"238","Isolation and characterization of a virus that infects Emiliania huxleyi (Haptophyta)","Castberg, T and Thyrhaug, R and Larsen, A and Sandaa, RA and Heldal, M and Van Etten, JL and Bratbak, G","JOURNAL OF PHYCOLOGY","The isolation and characterization of a virus (designated EhV) that infects the marine coccolithophorid Emiliania huxleyi (Lohmann) Hay & Mohler are described. Three independent clones of EhV were isolated from Norwegian coastal waters in years 1999 and 2000. EhV is a double-stranded DNA-containing virus with a genome size of similar to415 kilo-base pairs. The viral particle is an icosahedron with a diameter of 160-180 nm. The virus particle contains at least nine proteins ranging from 10 to 140 kDa; the major capsid protein weighs similar to54 kDa. EhV has a latent period of 12-14 h and a burst size of 400-1000 (mean, 620) viral particles per cell. A phylogenetic tree based on DNA polymerase amino acid sequences indicates EhV should be assigned to the Phycodnaviridae virus family and that the virus is most closely related to viruses that infect Micromonas pusilla and certain Chlorella species.","algal bloom termination; algal virus; Emiliania huxleyi; Haptophyta; and large dsDNA viruses; Phycodnaviridae; virus ecology","Plant Sciences; Marine & Freshwater Biology","2002"
"239","Prevalence of vaccine-derived polioviruses in the environment","Yoshida, H and Horie, H and Matsuura, K and Kitamura, T and Hashizume, S and Miyamura, T","JOURNAL OF GENERAL VIROLOGY","A survey of poliovirus in river and sewage water was conducted from October 1993 to September 1995 in Toyama Prefecture, Japan. In this study, 25 isolates differentiated as type 2 vaccine-derived polioviruses (VDPVs) were characterized using mutant analysis by PCR and restriction-enzyme cleavage (MAPREC) to estimate the ratio of 481-G revertants correlated to neurovirulence in a virus population. Of these isolates, 23 (92%) comprised between 44 and 96% 481-G revertants by MAPREC. The other two isolates had revertant percentages close to the 0.6% of the attenuated reference strain. It was presumed that these 23 isolates would be variant with potential neurovirulence by MAPREC analysis. Of the 23 isolates, three were isolated from river water. Moreover, our results by MAPREC showed that type 2 poliovirus was phenotypically more variable than type 1 (69%) or type 3 (55%), as determined in previous studies. The prevalence of virulent-type VDPVs in river and sewage water suggested that the oral poliovaccine itself had led to wide environmental pollution in nature. To terminate the cycle of virus transmission in nature, the ecology of VDPVs should be studied further. A hygiene programme, inactivated poliovirus vaccine immunization and well-maintained herd immunity may play key roles in reducing the potential risk of infection by virulent VDPVs.",NA,"Biotechnology & Applied Microbiology; Virology","2002"
